STATE,COUNTY,PRECINCT,CLINTON,TRUMP
MN,31,227,125,195
MN,31,230,127,103
MN,31,235,3,22
MN,31,240,147,147
MN,31,244,55,44
MN,31,245,60,90
MN,31,247,123,160
MN,31,249,90,166
MN,31,255,16,33
MN,31,260,152,159
MN,31,265,2,28
MN,31,270,79,198
MN,31,271,0,0
MN,31,280,254,184
MN,31,285,185,210
MN,31,290,3,17
MN,31,295,34,107
MN,31,300,3,11
MN,31,305,31,59
MN,31,310,37,65
MN,31,320,35,101
MN,31,327,43,86
MN,31,330,16,9
MN,31,335,58,63
MN,31,338,46,54
MN,31,339,92,124
MN,31,340,231,399
MN,31,345,12,19
MN,31,350,242,362
MN,31,355,134,175
MN,31,360,44,30
MN,31,365,10,21
MN,31,370,3,12
MN,31,371,61,132
MN,31,372,37,46
MN,31,375,45,47
MN,31,380,17,31
MN,31,385,5,24
MN,33,5,72,140
MN,33,10,307,615
MN,33,15,0,0
MN,33,20,199,464
MN,33,25,161,351
MN,33,30,16,88
MN,33,35,105,378
MN,33,40,21,39
MN,33,45,32,90
MN,33,50,54,162
MN,33,55,93,333
MN,33,60,193,409
MN,33,65,29,81
MN,33,70,556,854
MN,33,80,53,116
MN,33,85,141,315
MN,33,90,46,154
MN,33,95,15,32
MN,33,100,90,280
MN,33,105,144,329
MN,36,5,39,86
MN,36,23,10,21
MN,36,50,300,496
MN,36,55,323,381
MN,36,60,483,574
MN,36,70,24,58
MN,36,75,276,332
MN,36,80,116,187
MN,36,82,91,165
MN,36,83,86,178
MN,36,90,114,191
MN,36,100,7,21
MN,36,115,24,42
MN,36,120,58,43
MN,36,121,90,113
MN,36,140,22,48
MN,36,170,14,52
MN,36,175,0,0
MN,36,180,78,223
MN,36,185,87,175
MN,36,190,12,9
MN,36,195,52,174
MN,38,5,23,53
MN,38,10,67,106
MN,38,20,75,70
MN,38,25,136,85
MN,38,35,231,207
MN,38,40,139,166
MN,38,50,255,399
MN,38,60,370,300
MN,38,65,38,63
MN,38,70,266,195
MN,38,80,181,171
MN,38,90,268,203
MN,38,105,321,212
MN,38,110,43,40
MN,38,115,137,92
MN,38,120,205,188
MN,38,125,190,197
MN,38,130,111,122
MN,38,135,21,63
MN,48,5,6,22
MN,48,10,149,545
MN,48,15,181,662
MN,48,20,26,63
MN,48,25,26,81
MN,48,30,162,259
MN,48,35,52,164
MN,48,40,151,460
MN,48,45,60,186
MN,48,50,161,242
MN,48,55,78,214
MN,48,60,376,212
MN,48,65,7,9
MN,48,70,451,845
MN,48,75,171,614
MN,48,80,158,563
MN,48,85,7,34
MN,48,90,130,173
MN,48,95,73,162
MN,48,100,84,260
MN,48,105,34,69
MN,48,110,711,1302
MN,48,115,269,856
MN,48,120,138,261
MN,48,125,49,82
MN,49,5,58,268
MN,49,10,59,328
MN,49,15,131,517
MN,49,20,25,95
MN,49,25,13,105
MN,49,30,25,290
MN,49,35,25,243
MN,49,45,32,187
MN,49,50,80,296
MN,49,55,51,254
MN,49,60,7,53
MN,49,65,56,475
MN,49,70,20,103
MN,49,75,4,27
MN,49,80,32,203
MN,49,85,84,324
MN,49,90,17,26
MN,49,95,8,6
MN,49,100,20,79
MN,49,105,49,177
MN,49,110,13,33
MN,49,115,8,91
MN,49,120,430,722
MN,49,125,560,1224
MN,49,130,248,787
MN,49,135,240,700
MN,49,140,42,282
MN,49,145,65,177
MN,49,150,21,92
MN,49,155,9,33
MN,49,160,60,162
MN,49,165,115,551
MN,49,170,22,241
MN,49,175,97,436
MN,49,180,19,136
MN,49,185,36,120
MN,49,195,70,238
MN,49,200,43,197
MN,49,205,77,319
MN,49,210,21,88
MN,49,215,124,406
MN,49,220,223,572
MN,49,225,23,73
MN,49,230,89,323
MN,49,235,37,110
MN,49,240,30,227
MN,49,245,77,362
MN,49,250,42,167
MN,58,5,58,130
MN,58,10,13,44
MN,58,15,74,80
MN,58,20,80,168
MN,58,25,52,61
MN,58,30,53,77
MN,58,35,18,19
MN,58,40,61,142
MN,58,45,17,21
MN,58,50,32,39
MN,58,55,162,321
MN,58,60,53,131
MN,58,65,20,28
MN,58,70,5,40
MN,58,75,110,258
MN,58,80,2,10
MN,58,85,31,98
MN,58,90,54,147
MN,58,95,21,33
MN,58,100,15,13
MN,58,105,233,327
MN,58,110,113,273
MN,58,115,6,9
MN,58,120,56,75
MN,58,125,108,160
MN,58,135,73,196
MN,58,140,41,104
MN,58,145,10,20
MN,58,150,26,48
MN,58,155,68,84
MN,58,160,68,53
MN,58,165,8,10
MN,58,170,89,237
MN,58,175,509,756
MN,58,185,227,473
MN,58,190,86,216
MN,58,195,527,919
MN,58,200,236,557
MN,58,205,152,448
MN,58,207,31,54
MN,58,210,224,281
MN,58,215,92,276
MN,58,221,63,103
MN,58,223,3,0
MN,58,225,63,98
MN,58,230,83,81
MN,58,235,15,38
MN,58,240,439,435
MN,69,5,56,65
MN,69,10,131,127
MN,69,15,79,33
MN,69,20,57,68
MN,69,25,49,49
MN,69,30,43,29
MN,69,31,27,16
MN,69,35,319,479
MN,69,40,216,276
MN,69,45,10,11
MN,69,50,141,166
MN,69,55,261,216
MN,69,60,234,289
MN,69,65,162,210
MN,69,66,3,2
MN,69,70,298,281
MN,69,75,21,11
MN,69,80,214,265
MN,69,85,528,711
MN,69,90,42,60
MN,69,95,230,245
MN,69,100,1161,963
MN,69,115,223,276
MN,69,120,72,120
MN,69,125,130,122
MN,69,130,137,148
MN,69,133,19,53
MN,69,135,65,43
MN,69,140,850,403
MN,69,145,862,361
MN,69,150,1021,507
MN,69,155,878,487
MN,69,160,900,466
MN,69,165,1378,754
MN,69,170,1080,516
MN,69,175,1103,565
MN,69,180,701,281
MN,69,190,1041,669
MN,69,195,1546,962
MN,69,200,1016,369
MN,69,205,956,365
MN,69,210,952,351
MN,69,215,1138,353
MN,69,220,1268,625
MN,69,230,837,250
MN,69,240,572,194
MN,69,245,408,144
MN,69,250,479,186
MN,69,255,596,248
MN,69,260,750,519
MN,69,265,769,564
MN,69,270,841,576
MN,69,275,780,548
MN,69,280,683,310
MN,69,285,610,306
MN,69,290,360,188
MN,69,295,878,427
MN,69,300,757,403
MN,69,305,595,395
MN,69,315,992,582
MN,69,320,441,321
MN,69,325,807,569
MN,69,435,655,531
MN,69,437,78,87
MN,69,440,57,65
MN,69,445,21,49
MN,69,450,799,925
MN,69,470,114,197
MN,69,475,714,600
MN,69,480,146,123
MN,69,505,24,20
MN,69,510,568,640
MN,69,515,77,126
MN,69,520,18,47
MN,69,525,122,94
MN,69,530,66,62
MN,69,540,408,505
MN,69,545,181,196
MN,69,550,422,458
MN,69,565,496,543
MN,69,570,674,836
MN,69,575,110,142
MN,69,580,33,41
MN,69,585,304,323
MN,69,590,32,42
MN,69,591,12,18
MN,69,595,930,776
MN,69,600,706,614
MN,69,605,995,876
MN,69,615,172,166
MN,69,620,101,82
MN,69,625,265,250
MN,69,630,221,292
MN,69,635,423,443
MN,69,640,191,227
MN,69,645,147,170
MN,69,650,225,246
MN,69,655,534,438
MN,69,660,627,588
MN,69,665,768,779
MN,69,735,522,569
MN,69,750,201,195
MN,69,755,18,35
MN,69,760,40,37
MN,69,765,49,42
MN,69,770,646,626
MN,69,775,75,76
MN,69,780,68,146
MN,69,785,15,13
MN,69,790,24,43
MN,69,795,109,136
MN,69,797,32,20
MN,69,799,27,16
MN,69,800,83,76
MN,69,805,399,398
MN,69,810,24,24
MN,69,815,403,410
MN,69,820,402,386
MN,69,821,32,11
MN,69,825,398,347
MN,69,840,12,23
MN,69,845,89,87
MN,69,850,207,208
MN,69,852,74,63
MN,69,855,45,64
MN,69,857,118,88
MN,69,860,34,93
MN,69,865,41,104
MN,69,875,56,50
MN,69,880,118,114
MN,69,881,28,28
MN,69,885,28,76
MN,69,890,10,16
MN,69,895,903,655
MN,69,910,1167,1090
MN,69,915,94,115
MN,69,920,547,558
MN,69,925,80,55
MN,69,930,43,33
MN,69,935,33,67
MN,69,940,112,126
MN,69,942,0,0
MN,69,945,81,73
MN,69,950,80,83
MN,69,960,163,263
MN,69,962,0,1
MN,69,965,66,72
MN,69,970,206,359
MN,69,971,30,59
MN,69,973,9,17
MN,69,975,130,106
MN,69,976,0,0
MN,69,979,3,0
MN,69,990,2,4
MN,69,999,19,35
MN,69,1000,37,85
MN,69,1001,57,6
MN,69,1002,27,56
MN,69,1005,22,11
MN,69,1011,2,18
MN,69,1030,60,41
MN,69,1035,99,97
MN,69,1040,497,433
MN,69,1045,344,383
MN,69,1050,355,254
MN,69,1055,346,345
MN,69,1060,434,439
MN,69,1125,57,74
MN,69,1130,402,428
MN,69,1135,141,259
MN,69,1136,177,216
MN,69,1140,18,38
MN,69,1145,29,53
MN,69,1150,142,167
MN,69,1155,86,63
MN,69,1160,35,58
MN,80,5,7,17
MN,80,10,56,209
MN,80,15,93,323
MN,80,20,20,96
MN,80,25,19,40
MN,80,30,19,92
MN,80,32,25,85
MN,80,35,13,90
MN,80,40,16,80
MN,80,45,185,465
MN,80,50,8,31
MN,80,55,28,129
MN,80,60,34,67
MN,80,65,50,193
MN,80,70,60,148
MN,80,75,76,218
MN,80,80,46,72
MN,80,85,105,237
MN,80,90,111,323
MN,80,95,53,190
MN,80,100,171,379
MN,80,105,142,313
MN,80,110,229,440
MN,80,120,88,377
MN,80,125,30,223
