,COUNTY,PRECINCT,STATE,DEM,REP
0,BALDWIN,BODDIE,GA,0,0
1,BALDWIN,CITY HALL ANNEX,GA,0,0
2,BALDWIN,COOPERS,GA,130,358
3,BALDWIN,COURTHOUSE,GA,0,0
4,BALDWIN,EAST BALDWIN,GA,0,0
5,BALDWIN,EAST HARDWICK,GA,0,0
6,BALDWIN,FIRE DEPT,GA,203,63
7,BALDWIN,MERIWEATHER,GA,0,0
8,BALDWIN,NORTH BALDWIN,GA,0,0
9,BALDWIN,NORTH MILL,GA,0,0
10,BALDWIN,SCOTTSBORO,GA,0,0
11,BALDWIN,SOUTH MILL,GA,0,0
12,BALDWIN,WEST BALDWIN,GA,0,0
13,BALDWIN,WEST HARDWICK,GA,0,0
14,BARROW,01 BETHLEHEM COMMUNITY CENTER,GA,0,0
15,BARROW,02 BETHLEHEM CHURCH - 211,GA,0,0
16,BARROW,03 BRAMLETT ELEMENTARY SCHOOL,GA,0,0
17,BARROW,04 WESTSIDE MIDDLE SCHOOL,GA,0,0
18,BARROW,05 FIRE STATION 1 (STATHAM),GA,0,0
19,BARROW,06 WINDER BARROW HIGH SCHOOL,GA,0,0
20,BARROW,07 STATHAM ELEMENTARY SCHOOL,GA,0,0
21,BARROW,08 FIRST BAPTIST CHURCH,GA,0,0
22,BARROW,09 LIONS CLUB,GA,153,581
23,BARROW,10 LEISURE SERVICES CENTER,GA,0,0
24,BARROW,11 APALACHEE HIGH SCHOOL,GA,0,0
25,BARROW,12 MIDWAY UNITED METHODIST CHURCH,GA,0,0
26,BARROW,13 WINDER COMMUNITY CENTER,GA,0,0
27,BARROW,14 CEDAR CREEK BAPTIST CHURCH,GA,0,0
28,BARROW,15 COUNTY LINE ELEMENTARY SCHOOL,GA,0,0
29,BARROW,16 THE CHURCH AT WINDER,GA,0,0
30,BUTTS,BUTTS CO ADMIN BLDG,GA,748,1415
31,CLARKE,1B E. ATHENS BAPTIST,GA,546,333
32,CLARKE,1C BARNETT SHLS SCHOOL,GA,376,334
33,CLARKE,1D WHIT DAVIS SCHOOL,GA,0,0
34,CLARKE,2B HOWARD STROUD SCHOOL,GA,917,149
35,CLARKE,3A CLARKE CENTRAL HIGH,GA,0,0
36,CLARKE,3B THOMAS N. LAY PARK,GA,674,241
37,CLARKE,4A ATHENS TRANSIT CTR,GA,0,0
38,CLARKE,4B MEMORIAL PARK,GA,0,0
39,CLARKE,5A OGLETHORPE SCHOOL,GA,0,0
40,CLARKE,5B WHITEHEAD RD SCHOOL,GA,0,0
41,CLARKE,5C CHASE STREET SCHOOL,GA,0,0
42,CLARKE,6A CLEVELAND RD SCHOOL,GA,0,0
43,CLARKE,6B GEORGIA SQUARE MALL,GA,0,0
44,CLARKE,6C TIMOTHY RD ELEM SCHL,GA,0,0
45,CLARKE,6D FIRESTATION #4,GA,0,0
46,CLARKE,7A TIMOTHY BPTST CHURCH,GA,0,0
47,CLARKE,7B ATHENS REGIONAL LIBRARY,GA,0,0
48,CLARKE,7C FIRESTATION #3,GA,0,0
49,CLARKE,8A GAINES SCHOOL,GA,0,0
50,CLARKE,8B CEDAR SHLS HIGH SCH,GA,0,0
51,COLUMBIA,BESSIE THOMAS CENTER,GA,0,0
52,COLUMBIA,DAMASCUS BAPTIST CHURCH,GA,0,0
53,COLUMBIA,EUBANK/BLANCHARD CENTER,GA,0,0
54,COLUMBIA,GRACE BAPTIST CHURCH,GA,0,0
55,COLUMBIA,GREENBRIER HIGH,GA,205,665
56,COLUMBIA,SECOND MT. CARMEL,GA,0,0
57,GLASCOCK,EDGEHILL,GA,0,0
58,GLASCOCK,GIBSON,GA,21,120
59,GLASCOCK,MILL,GA,0,0
60,GLASCOCK,MITCHELL,GA,0,0
61,GREENE,GREENSBORO,GA,452,291
62,GREENE,OLD SALEM,GA,0,0
