STATE,RACE,S1_DEM_RATIO,S2_DEM_RATIO,S3_DEM_RATIO,S1_REP_RATIO,S2_REP_RATIO,S3_REP_RATIO,S1_COR(DD),S2_COR(DD),S3_COR(DD),S1_COR(RR),S2_COR(RR),S3_COR(RR),TIGHT_RACE,WINNER
VA,D,0.9755339770788121,1.0024290311078075,0.9558341752265309,1.0373499598208975,0.9935214133457443,1.1565856485956751,0.8225225180575172,0.7064992773510821,0.9757530500745158,0.9408701025935604,0.9078117041571783,0.9740588724896011,False,D
VA,D,0.8010649631541783,0.8469995808313473,0.8291996077171188,1.1099314478420643,1.145651499433715,1.3322951664905003,0.9710719262931882,0.9462973531967018,0.8774003161058886,0.9801332577139079,0.9761529439861729,0.8860840895417139,False,R
VA,S,1.0657983836519471,0.9961552563573132,0.968196526592495,0.9761431386131052,1.0039607630436536,1.1661031853827675,0.9018378405924288,0.7989113478885445,0.8565345474075703,0.9118730538339208,0.804338205825309,0.8489753955149936,True,D
VA,D,0.9608055896028967,0.9382860835653101,0.9029228641543577,1.0532913385724252,1.1051098297740551,1.2638705502446563,0.8642496622242897,0.8617574530487054,0.6891316675580577,0.954032885595527,0.9325897619650261,0.837461256235664,False,D
VA,D,0.8392935654263474,0.8839221201866161,0.8467413677136862,1.103382861163911,1.1137419787745382,1.222711098050197,0.6916689447398148,0.9569018300310662,0.8483924675974205,0.7364634519636498,0.9690227291685132,0.9371934859273853,False,R
VA,D,0.7442728057543971,0.7683505674144414,0.8572173210168671,1.1089976761575022,1.1776613197886854,1.2904272144015527,0.8824862506644635,0.8644457662756071,0.8476074674604156,0.9466754900377135,0.8866215443659791,0.8604897790019881,False,R
VA,D,0.7224041740732171,0.7749923610559389,0.8605106581806802,1.1249578773071605,1.212045833999956,2.118801254238555,0.9557507717653123,0.7025745279318778,0.7765422246360665,0.9724826520926497,0.8339182748166569,0.8968949268157678,False,R
VA,D,0.7447508106649822,0.8319831284790999,0.7994451660784058,1.1319700629192113,1.1332379327818487,1.432649625077785,0.9172287544547796,0.8752569781272396,0.9226762574174107,0.976885003557041,0.8842094513200452,0.9182759281986923,False,R
VA,D,0.9371312594329185,0.882639756750927,0.9342455891381314,1.0311515866002021,1.0827684940490374,1.0873215502104736,0.8321219748549417,0.8831340929595521,0.8593321598903636,0.827530582638315,0.9105696090430235,0.9047608488095141,False,R
MN,D,1.0740476412094704,0.9880234375074064,0.9205937209795679,0.9679252287335385,1.0181896916100335,1.1887980610516258,0.9864341971691002,0.9869482009865072,0.9760078969502813,0.9874272554682765,0.9815053743472271,0.9794176251058734,True,D
MN,D,0.7817191175023962,0.8130739125178258,0.8387880326018288,1.141446267703374,1.1893624684068258,1.2328783895998512,0.9908172503770164,0.9573408998530267,0.9415555320291782,0.9971043507082857,0.9772331235427921,0.9805853649610863,False,R
MN,D,0.7183183571690984,0.7665237204702294,0.8005240978803725,1.2095709135167796,1.2528113012795372,1.2972708797806085,0.9595673929827588,0.9333099925035294,0.9151427305563009,0.9783441300585057,0.9094772470936995,0.9441414582610433,False,R
MN,S,1.1874308420020905,1.0826088427957297,1.0257682437862383,0.9093602338008718,0.9249227329194186,0.9636636026335248,0.987882648280307,0.9832949080231206,0.9660198155386968,0.9921081618159349,0.987944804960985,0.9763420060779268,False,D
MN,G,1.0595317900208239,1.0106525616760498,0.99610689464409,0.9722261110801745,0.9914057478816296,1.0294573707816668,0.9911928735117264,0.9831722482649421,0.9623016997528987,0.9941455989716469,0.9905410586369133,0.9718304036092766,True,D
MN,D,0.9740992856368691,0.993120632458759,0.9987691553637822,1.0431069638512789,1.0104291564653005,1.1118594942516016,0.9482441113875458,0.7710183163234064,0.6480855566197782,0.9574683276970956,0.8376147520184466,0.8249720223385804,False,D
MN,D,1.062596877372293,1.0396581523161912,0.995589975355072,0.936782109075317,0.9199822732323294,1.0461995232313397,0.970783338671245,0.9482121840611046,0.8653099673476269,0.9757068413233122,0.9741139245014745,0.9526341635515475,False,D
MN,D,1.2232161962044699,1.0955710948154922,1.063712315032144,0.8915121756245477,0.9171020364380575,0.9138662385015345,0.9833785244726123,0.9868150402340561,0.9581828003360773,0.9915838324616598,0.990470689960255,0.9796537219669343,True,D
MN,D,1.0168429080220813,0.9691834024172822,0.9640283286485557,0.9977968585665656,1.021859617464278,1.033478454796358,0.9715481358739378,0.972194337580956,0.8594339200308077,0.9947840389005707,0.9862124615433603,0.952857720926216,False,R
MN,D,1.5430838209319557,1.2849716149368446,1.142789015854362,0.7744824248661151,0.785865314888814,0.8383327087385711,0.9888439548814962,0.9857601855791199,0.9604726584471364,0.9907047157937833,0.9849993771665999,0.9780943060699434,True,D
CO,D,0.9343738282375857,0.9518728930935193,1.0018073705917903,1.0519180370301586,1.0711939346057708,0.9897033454793078,0.7364467802384915,0.6592527756496643,0.9309542330251994,0.783839111367502,0.6153570295742027,0.9218155619465201,False,D
CO,D,0.7198580518373591,0.8123176033810342,0.8865962227597126,1.1130226021724594,1.1760730056716129,1.3253440691790126,0.9144742830485897,0.9119891314497529,0.9620013689031325,0.9472404132092589,0.9672937585559868,0.9841978341209746,False,R
CO,S,0.8774029183832429,0.9389886326029777,0.9647071918837768,1.053214418883037,1.0685294821553109,1.1215679903151088,0.9266572651119777,0.8043430412214225,0.8767789368164781,0.951432135562621,0.870966084414027,0.9160903289410357,True,R
CO,D,1.178430325878629,1.0473393040224932,0.9775195037330764,0.934613799073237,0.9774939754151011,1.0339292695779092,0.9080276924220116,0.9291355772581588,0.9293527578939835,0.9566263353105146,0.963428134883077,0.983724025355347,False,R
CO,D,0.7189890898132018,0.7691710727101274,0.8134018363731691,1.0878507073050498,1.131526744872349,1.2383431899575497,0.8897637557466129,0.9596937732898327,0.890680982802925,0.9433592451462323,0.9854632765514905,0.9747696398323751,False,R
CO,D,1.01214361188588,1.000445586697828,0.980134154794006,0.986619958746422,1.0019343451079898,1.1729155334451402,0.8705107288712266,0.7856286422558212,0.8815496838036551,0.9482659804400143,0.8233472070996848,0.9280779586530798,False,D
CO,D,0.8979014819902401,0.8713917997323766,0.8765715929357601,1.072396288737875,1.1401295221681529,1.3280743332237246,0.9661604311144144,0.9536408316427943,0.915808087286231,0.9794249667905442,0.9674159214715221,0.9823068273841533,True,R
CO,D,1.047365110707195,0.9611054363241962,0.8971793116735114,0.9666785934993195,1.0570250494533129,1.2271384791426703,0.6326341920154785,0.60311804079824,0.5728753033521975,0.7265526432645325,0.6073510417069956,0.7739560355855033,False,D
FL,D,0.915818348607247,0.8030589420838434,0.7968591677015414,1.0804819770807,1.145551288483201,1.278698877024566,0.9889612994492479,0.9926996236101143,0.9947724227282524,0.9944138667450797,0.995906515826175,0.997068251781446,False,R
FL,D,0.90877954015364,0.8922484642767783,0.9195445279392597,1.0662151626106502,1.1792194821230513,1.2579310791917122,0.9906339197525911,0.9796765253862224,0.98146499372197,0.9953755813161641,0.9843555266556304,0.9877874488889947,True,D
FL,D,1.3134259043494596,1.1155721836080266,1.048688716973445,0.9256391172531977,0.9259868236756721,0.9373913061057382,0.9872702587265421,0.9080099492999092,0.8686335465618228,0.995863863555878,0.9545056204481343,0.9382534478287234,True,D
FL,D,0.8610199278915369,0.9332514398795771,0.9528670821369986,1.037418790564767,1.041694297023752,1.1981634330434865,0.984564987190271,0.9456448094835277,0.7348359476572374,0.9943517726306842,0.9822118860691366,0.9319505629992824,False,R
FL,D,0.8981901019023707,0.8468801494054036,0.8493323379129037,1.0506960063402924,1.123918524070487,1.227673655667369,0.8725475337886803,0.99418150982742,0.9894007593765378,0.8598833325990705,0.9965817469053018,0.9989298405231309,False,R
FL,D,0.9795701224926384,0.9099832977658272,0.8459526058814484,1.0199311748357878,1.0613875155142452,1.610872422604603,0.9818691643740255,0.9329650962969241,0.9258329169663109,0.9780405116889019,0.9038074706470011,0.8396151635903044,False,R
FL,D,1.2454427971831168,1.0155895035279945,0.7521571497290346,0.830518616483017,0.9615771338459919,12.908000768604124,0.04283726357107963,0.17980496222317643,0.14009277601962525,0.13738205063083578,0.14264486572369742,-0.1962008076499169,False,D
FL,D,1.2008186714580842,1.007142756358135,0.8937970105952026,0.7897274527914546,0.9958379014756801,2.2027895199810223,0.2937792005698157,0.15098808460964994,-0.10698500164541651,0.48223116663658644,0.282509045225184,0.16953522528268525,False,D
FL,D,0.8895450369629173,0.8683489521644656,0.8308227104622861,1.0541510530549265,1.0891385481185485,1.262830142949677,0.9804986561367427,0.9734206884438051,0.9813356146831617,0.9896419755257639,0.9676040730116807,0.9805593074111395,False,R
FL,D,0.8308066467861678,0.8313235186926617,0.856255617504561,1.0799561710264869,1.1222402323682465,1.2425102789711149,0.9719906326201233,0.981198952364049,0.9533635156751864,0.9911875518438494,0.98950350918487,0.9531329631465333,False,R
FL,D,1.3381083147242772,1.0521392914549292,1.0012228631030475,0.5358933232608257,0.8431188859415031,0.9449422927166752,0.4282642715066457,0.8748309990831928,-0.25792840581024085,0.9107889963917265,0.3300349581218907,0.24083846162261613,False,D
FL,D,0.9159210823378955,0.9475596845006131,0.963293732624638,1.0689814159503936,1.2236884162465975,2.4962785221488053,0.7952403730801337,0.9315620718126698,0.9822060624408376,0.6042261942354004,0.7702826894582308,0.93132774646857,False,D
FL,D,1.5378044501103207,1.0131507399871762,0.9480431079647899,0.4862806876474366,0.9659372034207178,3.3255807085216174,-0.09821039166261883,-0.06688705766199464,0.2006877737158567,0.006272557286540913,0.17822376539935358,0.018526966209884917,False,D
FL,D,0.9088249229596169,0.8776387831135141,0.9161114379706456,1.0477709977525576,1.114299463376635,1.161008187901207,0.9904910786158706,0.9905420073689665,0.9115364757207475,0.992093949300737,0.9948723641856643,0.9899238289001856,False,R
FL,D,0.8838648674346152,1.0327563641359758,0.7856285391503832,1.0243576424873504,0.9848428515545194,1.2973919698528942,0.9755957634508475,0.8748926047787728,0.35536449198030123,0.9730236210332948,0.8857188378833613,0.4509296550723418,False,R
FL,D,1.1168491752298149,0.9215532721255445,0.9608838885440416,0.981237944276155,1.0623089074604994,1.1531676121838448,0.9442575837328567,0.9776590956785661,0.938172031120305,0.9336582779132181,0.9706982875611834,0.8635420631226423,False,R
FL,D,0.6864560670505341,0.7458595664198,0.7767309381190918,1.214978772124295,1.2807398840173594,1.3554396897382668,0.9771947482830263,0.9813965964715419,0.7909374644854473,0.9888510174610359,0.9806823921456497,0.8085072851032556,False,R
FL,D,1.5986977829236584,1.2683730935551387,1.1323552671082764,0.7125864080603705,0.7631151653930858,0.8950594321007052,0.9746633450044844,0.9737477590248056,0.943388301089801,0.9819992923317561,0.9893002052413892,0.9957110460245729,False,D
FL,D,0.8888269424862701,0.91363668896871,0.8430563106957294,1.0422788580843931,1.0553159011260602,1.2046190129924232,0.9706938252673979,0.7225255944427609,0.8293262790097943,0.9750481059796473,0.8261844012468499,0.9550967304168996,False,R
GA,D,1.0489732241898533,1.0145335198715788,1.0205449046608506,0.9436483106893263,0.905014823329922,0.7173315907483017,0.9742876650857204,0.8814319468007898,0.9317220323380107,0.9639669280294157,0.9413290822304695,0.906430337006402,False,D
